date,fuel,mwh
12/24/2013,Biomass,708.12
12/24/2013,Coal,361860.12
12/24/2013,Gas,24560.90
12/24/2013,Gas-CC,275928.56
12/24/2013,Hydro,843.35
12/24/2013,Nuclear,119987.58
12/24/2013,Other,1931.77
12/24/2013,Solar,698.11
12/24/2013,Wind,128658.44
12/25/2013,Biomass,778.40
12/25/2013,Coal,363172.82
12/25/2013,Gas,22143.29
12/25/2013,Gas-CC,204497.44
12/25/2013,Hydro,1030.50
12/25/2013,Nuclear,122433.66
12/25/2013,Other,1516.82
12/25/2013,Solar,239.03
12/25/2013,Wind,89108.12
12/26/2013,Biomass,770.59
12/26/2013,Coal,405303.50
12/26/2013,Gas,29653.08
12/26/2013,Gas-CC,279093.88
12/26/2013,Hydro,1032.14
12/26/2013,Nuclear,123410.29
12/26/2013,Other,796.16
12/26/2013,Solar,198.31
12/26/2013,Wind,19721.55
12/27/2013,Biomass,791.62
12/27/2013,Coal,408167.43
12/27/2013,Gas,27576.27
12/27/2013,Gas-CC,274692.55
12/27/2013,Hydro,654.58
12/27/2013,Nuclear,123073.68
12/27/2013,Other,505.79
12/27/2013,Solar,315.37
12/27/2013,Wind,24434.87
12/28/2013,Biomass,771.91
12/28/2013,Coal,387508.63
12/28/2013,Gas,24472.84
12/28/2013,Gas-CC,187451.18
12/28/2013,Hydro,627.54
12/28/2013,Nuclear,123044.77
12/28/2013,Other,1090.76
12/28/2013,Solar,328.35
12/28/2013,Wind,79111.56
12/29/2013,Biomass,642.00
12/29/2013,Coal,381621.60
12/29/2013,Gas,26850.40
12/29/2013,Gas-CC,239462.10
12/29/2013,Hydro,594.15
12/29/2013,Nuclear,113232.40
12/29/2013,Other,1673.00
12/29/2013,Solar,359.15
12/29/2013,Wind,80748.39
12/30/2013,Biomass,761.78
12/30/2013,Coal,398423.40
12/30/2013,Gas,37458.76
12/30/2013,Gas-CC,397696.27
12/30/2013,Hydro,975.68
12/30/2013,Nuclear,122940.15
12/30/2013,Other,620.33
12/30/2013,Solar,190.39
12/30/2013,Wind,30476.09
12/31/2013,Biomass,744.17
12/31/2013,Coal,388894.97
12/31/2013,Gas,33125.84
12/31/2013,Gas-CC,327620.66
12/31/2013,Hydro,923.56
12/31/2013,Nuclear,123062.23
12/31/2013,Other,1196.00
12/31/2013,Solar,306.05
12/31/2013,Wind,76362.86
1/1/2014,Biomass,646.22
1/1/2014,Coal,357332.67
1/1/2014,Gas,28403.71
1/1/2014,Gas-CC,168997.53
1/1/2014,Hydro,286.81
1/1/2014,Nuclear,123115.04
1/1/2014,Other,481.60
1/1/2014,Solar,347.38
1/1/2014,Wind,146143.53
1/2/2014,Biomass,729.45
1/2/2014,Coal,375700.79
1/2/2014,Gas,38071.00
1/2/2014,Gas-CC,335529.11
1/2/2014,Hydro,927.54
1/2/2014,Nuclear,123105.76
1/2/2014,Other,416.19
1/2/2014,Solar,582.84
1/2/2014,Wind,87672.83
1/3/2014,Biomass,767.17
1/3/2014,Coal,365722.60
1/3/2014,Gas,30680.59
1/3/2014,Gas-CC,285589.76
1/3/2014,Hydro,599.82
1/3/2014,Nuclear,123108.91
1/3/2014,Other,456.35
1/3/2014,Solar,718.11
1/3/2014,Wind,193346.87
1/4/2014,Biomass,819.00
1/4/2014,Coal,328773.06
1/4/2014,Gas,28368.24
1/4/2014,Gas-CC,171566.95
1/4/2014,Hydro,417.79
1/4/2014,Nuclear,123117.50
1/4/2014,Other,495.88
1/4/2014,Solar,552.35
1/4/2014,Wind,168871.49
1/5/2014,Biomass,815.14
1/5/2014,Coal,316959.64
1/5/2014,Gas,38124.89
1/5/2014,Gas-CC,270912.86
1/5/2014,Hydro,585.74
1/5/2014,Nuclear,123097.42
1/5/2014,Other,491.24
1/5/2014,Solar,573.25
1/5/2014,Wind,144412.70
1/6/2014,Biomass,706.69
1/6/2014,Coal,345350.86
1/6/2014,Gas,141671.94
1/6/2014,Gas-CC,546161.62
1/6/2014,Hydro,845.05
1/6/2014,Nuclear,115556.01
1/6/2014,Other,417.75
1/6/2014,Solar,347.69
1/6/2014,Wind,64243.98
1/7/2014,Biomass,709.92
1/7/2014,Coal,361323.28
1/7/2014,Gas,78603.56
1/7/2014,Gas-CC,458364.51
1/7/2014,Hydro,808.78
1/7/2014,Nuclear,113729.86
1/7/2014,Other,465.83
1/7/2014,Solar,491.18
1/7/2014,Wind,142020.78
1/8/2014,Biomass,722.07
1/8/2014,Coal,376163.11
1/8/2014,Gas,44032.19
1/8/2014,Gas-CC,336027.15
1/8/2014,Hydro,581.64
1/8/2014,Nuclear,117459.88
1/8/2014,Other,438.42
1/8/2014,Solar,145.32
1/8/2014,Wind,102799.06
1/9/2014,Biomass,711.93
1/9/2014,Coal,393784.49
1/9/2014,Gas,25761.46
1/9/2014,Gas-CC,264885.17
1/9/2014,Hydro,269.55
1/9/2014,Nuclear,123103.55
1/9/2014,Other,423.82
1/9/2014,Solar,270.62
1/9/2014,Wind,50047.30
1/10/2014,Biomass,852.16
1/10/2014,Coal,333553.66
1/10/2014,Gas,19967.98
1/10/2014,Gas-CC,163723.95
1/10/2014,Hydro,294.56
1/10/2014,Nuclear,123168.27
1/10/2014,Other,417.67
1/10/2014,Solar,237.14
1/10/2014,Wind,137093.62
1/11/2014,Biomass,836.52
1/11/2014,Coal,353923.28
1/11/2014,Gas,22576.20
1/11/2014,Gas-CC,177278.33
1/11/2014,Hydro,251.03
1/11/2014,Nuclear,123298.37
1/11/2014,Other,504.41
1/11/2014,Solar,712.31
1/11/2014,Wind,57866.83
1/12/2014,Biomass,816.61
1/12/2014,Coal,291311.13
1/12/2014,Gas,18919.46
1/12/2014,Gas-CC,111391.86
1/12/2014,Hydro,290.12
1/12/2014,Nuclear,123290.51
1/12/2014,Other,498.99
1/12/2014,Solar,277.48
1/12/2014,Wind,199714.30
1/13/2014,Biomass,775.34
1/13/2014,Coal,302294.90
1/13/2014,Gas,18481.55
1/13/2014,Gas-CC,216278.35
1/13/2014,Hydro,321.45
1/13/2014,Nuclear,123277.29
1/13/2014,Other,463.00
1/13/2014,Solar,739.36
1/13/2014,Wind,100507.89
1/14/2014,Biomass,808.94
1/14/2014,Coal,316409.77
1/14/2014,Gas,27081.20
1/14/2014,Gas-CC,236761.59
1/14/2014,Hydro,251.93
1/14/2014,Nuclear,123241.85
1/14/2014,Other,406.03
1/14/2014,Solar,750.58
1/14/2014,Wind,130280.19
1/15/2014,Biomass,775.13
1/15/2014,Coal,349326.24
1/15/2014,Gas,29886.78
1/15/2014,Gas-CC,279951.22
1/15/2014,Hydro,268.81
1/15/2014,Nuclear,113650.12
1/15/2014,Other,429.08
1/15/2014,Solar,756.26
1/15/2014,Wind,84562.73
1/16/2014,Biomass,823.15
1/16/2014,Coal,337703.72
1/16/2014,Gas,27042.77
1/16/2014,Gas-CC,253933.12
1/16/2014,Hydro,366.39
1/16/2014,Nuclear,122407.50
1/16/2014,Other,476.42
1/16/2014,Solar,749.14
1/16/2014,Wind,109828.16
1/17/2014,Biomass,754.88
1/17/2014,Coal,349990.87
1/17/2014,Gas,22828.30
1/17/2014,Gas-CC,277981.47
1/17/2014,Hydro,362.60
1/17/2014,Nuclear,123274.04
1/17/2014,Other,483.92
1/17/2014,Solar,724.87
1/17/2014,Wind,60318.61
1/18/2014,Biomass,858.95
1/18/2014,Coal,354670.24
1/18/2014,Gas,16615.40
1/18/2014,Gas-CC,242775.02
1/18/2014,Hydro,323.35
1/18/2014,Nuclear,103837.96
1/18/2014,Other,478.15
1/18/2014,Solar,718.32
1/18/2014,Wind,82165.15
1/19/2014,Biomass,837.18
1/19/2014,Coal,347610.30
1/19/2014,Gas,15241.01
1/19/2014,Gas-CC,221919.41
1/19/2014,Hydro,266.24
1/19/2014,Nuclear,92838.38
1/19/2014,Other,500.60
1/19/2014,Solar,725.33
1/19/2014,Wind,69628.50
1/20/2014,Biomass,805.97
1/20/2014,Coal,339075.77
1/20/2014,Gas,14035.64
1/20/2014,Gas-CC,210431.49
1/20/2014,Hydro,409.44
1/20/2014,Nuclear,92522.77
1/20/2014,Other,511.30
1/20/2014,Solar,689.99
1/20/2014,Wind,143319.37
1/21/2014,Biomass,744.42
1/21/2014,Coal,338824.40
1/21/2014,Gas,14454.85
1/21/2014,Gas-CC,281898.59
1/21/2014,Hydro,387.00
1/21/2014,Nuclear,102029.44
1/21/2014,Other,435.59
1/21/2014,Solar,799.93
1/21/2014,Wind,104346.93
1/22/2014,Biomass,684.76
1/22/2014,Coal,355955.46
1/22/2014,Gas,17777.34
1/22/2014,Gas-CC,299251.45
1/22/2014,Hydro,320.51
1/22/2014,Nuclear,122214.74
1/22/2014,Other,355.86
1/22/2014,Solar,688.15
1/22/2014,Wind,91495.39
1/23/2014,Biomass,730.31
1/23/2014,Coal,305841.50
1/23/2014,Gas,36947.43
1/23/2014,Gas-CC,354132.28
1/23/2014,Hydro,490.34
1/23/2014,Nuclear,123328.96
1/23/2014,Other,484.81
1/23/2014,Solar,100.58
1/23/2014,Wind,185972.03
1/24/2014,Biomass,648.78
1/24/2014,Coal,389917.08
1/24/2014,Gas,72529.70
1/24/2014,Gas-CC,487236.67
1/24/2014,Hydro,443.85
1/24/2014,Nuclear,123389.91
1/24/2014,Other,377.11
1/24/2014,Solar,313.40
1/24/2014,Wind,77224.45
1/25/2014,Biomass,709.29
1/25/2014,Coal,375161.75
1/25/2014,Gas,40600.00
1/25/2014,Gas-CC,333323.02
1/25/2014,Hydro,445.83
1/25/2014,Nuclear,123440.59
1/25/2014,Other,423.23
1/25/2014,Solar,604.15
1/25/2014,Wind,55390.44
1/26/2014,Biomass,744.24
1/26/2014,Coal,325993.33
1/26/2014,Gas,35530.99
1/26/2014,Gas-CC,169505.06
1/26/2014,Hydro,176.69
1/26/2014,Nuclear,123438.45
1/26/2014,Other,439.10
1/26/2014,Solar,763.33
1/26/2014,Wind,102281.77
1/27/2014,Biomass,1983.12
1/27/2014,Coal,332075.68
1/27/2014,Gas,41178.53
1/27/2014,Gas-CC,272308.08
1/27/2014,Hydro,424.99
1/27/2014,Nuclear,123426.83
1/27/2014,Other,455.28
1/27/2014,Solar,482.63
1/27/2014,Wind,144239.99
1/28/2014,Biomass,2979.80
1/28/2014,Coal,388778.79
1/28/2014,Gas,75901.40
1/28/2014,Gas-CC,482864.27
1/28/2014,Hydro,558.63
1/28/2014,Nuclear,123389.53
1/28/2014,Other,439.15
1/28/2014,Solar,202.67
1/28/2014,Wind,79694.01
1/29/2014,Biomass,2602.89
1/29/2014,Coal,387842.87
1/29/2014,Gas,57638.10
1/29/2014,Gas-CC,441650.98
1/29/2014,Hydro,493.53
1/29/2014,Nuclear,123420.62
1/29/2014,Other,457.03
1/29/2014,Solar,699.91
1/29/2014,Wind,107704.00
1/30/2014,Biomass,2411.92
1/30/2014,Coal,368527.09
1/30/2014,Gas,26181.99
1/30/2014,Gas-CC,279054.17
1/30/2014,Hydro,610.71
1/30/2014,Nuclear,123475.86
1/30/2014,Other,490.64
1/30/2014,Solar,400.00
1/30/2014,Wind,189686.32
1/31/2014,Biomass,2473.03
1/31/2014,Coal,331689.34
1/31/2014,Gas,11721.80
1/31/2014,Gas-CC,183872.64
1/31/2014,Hydro,443.31
1/31/2014,Nuclear,123274.00
1/31/2014,Other,511.52
1/31/2014,Solar,578.37
1/31/2014,Wind,133031.95
2/1/2014,Biomass,731.65
2/1/2014,Coal,327177.26
2/1/2014,Gas,15324.18
2/1/2014,Gas-CC,164096.75
2/1/2014,Hydro,302.53
2/1/2014,Nuclear,123179.55
2/1/2014,Other,504.89
2/1/2014,Solar,345.40
2/1/2014,Wind,100846.38
2/2/2014,Biomass,736.97
2/2/2014,Coal,340956.39
2/2/2014,Gas,30905.01
2/2/2014,Gas-CC,335619.16
2/2/2014,Hydro,474.15
2/2/2014,Nuclear,115352.25
2/2/2014,Other,495.15
2/2/2014,Solar,152.12
2/2/2014,Wind,97300.67
2/3/2014,Biomass,716.29
2/3/2014,Coal,380052.10
2/3/2014,Gas,71653.31
2/3/2014,Gas-CC,449533.69
2/3/2014,Hydro,541.59
2/3/2014,Nuclear,121878.23
2/3/2014,Other,381.70
2/3/2014,Solar,214.92
2/3/2014,Wind,15704.80
2/4/2014,Biomass,748.77
2/4/2014,Coal,373265.46
2/4/2014,Gas,54203.69
2/4/2014,Gas-CC,344967.16
2/4/2014,Hydro,575.46
2/4/2014,Nuclear,120909.70
2/4/2014,Other,335.48
2/4/2014,Solar,531.59
2/4/2014,Wind,52824.28
2/5/2014,Biomass,721.79
2/5/2014,Coal,372660.37
2/5/2014,Gas,58681.31
2/5/2014,Gas-CC,367737.06
2/5/2014,Hydro,507.07
2/5/2014,Nuclear,122894.94
2/5/2014,Other,309.09
2/5/2014,Solar,620.38
2/5/2014,Wind,152518.43
2/6/2014,Biomass,2222.32
2/6/2014,Coal,391138.94
2/6/2014,Gas,148824.11
2/6/2014,Gas-CC,530891.70
2/6/2014,Hydro,803.27
2/6/2014,Nuclear,123259.93
2/6/2014,Other,323.09
2/6/2014,Solar,182.80
2/6/2014,Wind,58033.00
2/7/2014,Biomass,3085.84
2/7/2014,Coal,396189.69
2/7/2014,Gas,84290.68
2/7/2014,Gas-CC,527345.20
2/7/2014,Hydro,531.41
2/7/2014,Nuclear,123267.02
2/7/2014,Other,398.60
2/7/2014,Solar,165.80
2/7/2014,Wind,51921.44
2/8/2014,Biomass,2740.69
2/8/2014,Coal,371783.36
2/8/2014,Gas,42204.41
2/8/2014,Gas-CC,305444.06
2/8/2014,Hydro,414.19
2/8/2014,Nuclear,123423.32
2/8/2014,Other,473.08
2/8/2014,Solar,624.44
2/8/2014,Wind,96621.87
2/9/2014,Biomass,2631.13
2/9/2014,Coal,379513.30
2/9/2014,Gas,39312.86
2/9/2014,Gas-CC,220049.34
2/9/2014,Hydro,168.70
2/9/2014,Nuclear,123415.50
2/9/2014,Other,495.29
2/9/2014,Solar,545.05
2/9/2014,Wind,67001.93
2/10/2014,Biomass,2969.29
2/10/2014,Coal,390909.51
2/10/2014,Gas,66941.91
2/10/2014,Gas-CC,385359.59
2/10/2014,Hydro,502.48
2/10/2014,Nuclear,123393.15
2/10/2014,Other,493.78
2/10/2014,Solar,182.30
2/10/2014,Wind,26401.77
2/11/2014,Biomass,3117.72
2/11/2014,Coal,397160.50
2/11/2014,Gas,110408.26
2/11/2014,Gas-CC,507549.22
2/11/2014,Hydro,579.18
2/11/2014,Nuclear,123401.36
2/11/2014,Other,487.00
2/11/2014,Solar,127.38
2/11/2014,Wind,29426.97
2/12/2014,Biomass,3131.02
2/12/2014,Coal,393674.34
2/12/2014,Gas,63450.66
2/12/2014,Gas-CC,421899.79
2/12/2014,Hydro,525.15
2/12/2014,Nuclear,123424.66
2/12/2014,Other,470.71
2/12/2014,Solar,646.02
2/12/2014,Wind,21616.43
2/13/2014,Biomass,2792.04
2/13/2014,Coal,382752.05
2/13/2014,Gas,45054.96
2/13/2014,Gas-CC,296703.68
2/13/2014,Hydro,478.95
2/13/2014,Nuclear,123380.63
2/13/2014,Other,469.53
2/13/2014,Solar,656.82
2/13/2014,Wind,68497.28
2/14/2014,Biomass,2414.16
2/14/2014,Coal,338955.73
2/14/2014,Gas,18635.27
2/14/2014,Gas-CC,185062.30
2/14/2014,Hydro,332.27
2/14/2014,Nuclear,123336.19
2/14/2014,Other,497.19
2/14/2014,Solar,669.58
2/14/2014,Wind,139186.56
2/15/2014,Biomass,764.09
2/15/2014,Coal,369593.27
2/15/2014,Gas,12929.03
2/15/2014,Gas-CC,127070.41
2/15/2014,Hydro,278.58
2/15/2014,Nuclear,122683.91
2/15/2014,Other,516.24
2/15/2014,Solar,648.51
2/15/2014,Wind,110725.99
2/16/2014,Biomass,782.33
2/16/2014,Coal,361959.59
2/16/2014,Gas,10402.08
2/16/2014,Gas-CC,125030.08
2/16/2014,Hydro,310.81
2/16/2014,Nuclear,123384.71
2/16/2014,Other,518.08
2/16/2014,Solar,264.92
2/16/2014,Wind,84566.74
2/17/2014,Biomass,786.95
2/17/2014,Coal,341977.73
2/17/2014,Gas,11558.17
2/17/2014,Gas-CC,158085.82
2/17/2014,Hydro,319.70
2/17/2014,Nuclear,123272.64
2/17/2014,Other,496.32
2/17/2014,Solar,372.45
2/17/2014,Wind,112844.07
2/18/2014,Biomass,739.85
2/18/2014,Coal,354644.74
2/18/2014,Gas,10212.32
2/18/2014,Gas-CC,162467.99
2/18/2014,Hydro,280.72
2/18/2014,Nuclear,123256.35
2/18/2014,Other,496.20
2/18/2014,Solar,376.40
2/18/2014,Wind,120006.84
2/19/2014,Biomass,716.28
2/19/2014,Coal,341243.85
2/19/2014,Gas,9936.91
2/19/2014,Gas-CC,159285.50
2/19/2014,Hydro,286.51
2/19/2014,Nuclear,123245.72
2/19/2014,Other,481.41
2/19/2014,Solar,493.84
2/19/2014,Wind,127406.78
2/20/2014,Biomass,843.74
2/20/2014,Coal,329171.88
2/20/2014,Gas,13822.22
2/20/2014,Gas-CC,162809.96
2/20/2014,Hydro,353.59
2/20/2014,Nuclear,123135.33
2/20/2014,Other,498.52
2/20/2014,Solar,584.24
2/20/2014,Wind,135987.12
2/21/2014,Biomass,837.82
2/21/2014,Coal,357201.57
2/21/2014,Gas,15840.74
2/21/2014,Gas-CC,137914.26
2/21/2014,Hydro,386.09
2/21/2014,Nuclear,123234.38
2/21/2014,Other,465.72
2/21/2014,Solar,794.07
2/21/2014,Wind,127291.75
2/22/2014,Biomass,947.31
2/22/2014,Coal,341107.50
2/22/2014,Gas,11318.89
2/22/2014,Gas-CC,140984.96
2/22/2014,Hydro,353.60
2/22/2014,Nuclear,123239.70
2/22/2014,Other,451.80
2/22/2014,Solar,497.56
2/22/2014,Wind,92883.01
2/23/2014,Biomass,901.57
2/23/2014,Coal,361468.17
2/23/2014,Gas,9797.81
2/23/2014,Gas-CC,132162.60
2/23/2014,Hydro,354.69
2/23/2014,Nuclear,123215.71
2/23/2014,Other,482.04
2/23/2014,Solar,545.24
2/23/2014,Wind,76930.09
2/24/2014,Biomass,849.45
2/24/2014,Coal,405512.08
2/24/2014,Gas,13101.50
2/24/2014,Gas-CC,197074.73
2/24/2014,Hydro,411.79
2/24/2014,Nuclear,123145.12
2/24/2014,Other,416.21
2/24/2014,Solar,399.72
2/24/2014,Wind,29464.50
2/25/2014,Biomass,771.20
2/25/2014,Coal,392625.76
2/25/2014,Gas,9711.34
2/25/2014,Gas-CC,198380.20
2/25/2014,Hydro,396.53
2/25/2014,Nuclear,123114.26
2/25/2014,Other,463.39
2/25/2014,Solar,204.16
2/25/2014,Wind,75810.82
2/26/2014,Biomass,708.16
2/26/2014,Coal,371488.96
2/26/2014,Gas,37075.87
2/26/2014,Gas-CC,305922.47
2/26/2014,Hydro,558.43
2/26/2014,Nuclear,123183.95
2/26/2014,Other,347.85
2/26/2014,Solar,210.39
2/26/2014,Wind,92082.52
2/27/2014,Biomass,878.85
2/27/2014,Coal,385281.60
2/27/2014,Gas,47111.74
2/27/2014,Gas-CC,292370.76
2/27/2014,Hydro,508.39
2/27/2014,Nuclear,123174.77
2/27/2014,Other,379.89
2/27/2014,Solar,992.04
2/27/2014,Wind,84544.03
2/28/2014,Biomass,938.11
2/28/2014,Coal,355372.57
2/28/2014,Gas,31413.35
2/28/2014,Gas-CC,165907.24
2/28/2014,Hydro,339.90
2/28/2014,Nuclear,123186.76
2/28/2014,Other,478.94
2/28/2014,Solar,751.68
2/28/2014,Wind,142057.54
3/1/2014,Biomass,1275.60
3/1/2014,Coal,310831.08
3/1/2014,Gas,35716.98
3/1/2014,Gas-CC,168110.58
3/1/2014,Hydro,364.18
3/1/2014,Nuclear,123162.08
3/1/2014,Other,0.62
3/1/2014,Solar,542.41
3/1/2014,Wind,85677.01
3/2/2014,Biomass,1319.08
3/2/2014,Coal,323848.36
3/2/2014,Gas,68370.69
3/2/2014,Gas-CC,295112.76
3/2/2014,Hydro,346.64
3/2/2014,Nuclear,123078.49
3/2/2014,Other,25.28
3/2/2014,Solar,229.45
3/2/2014,Wind,75411.85
3/3/2014,Biomass,2550.09
3/3/2014,Coal,371815.35
3/3/2014,Gas,136373.99
3/3/2014,Gas-CC,470426.82
3/3/2014,Hydro,1000.14
3/3/2014,Nuclear,123191.31
3/3/2014,Other,173.83
3/3/2014,Solar,609.09
3/3/2014,Wind,37030.89
3/4/2014,Biomass,3751.62
3/4/2014,Coal,377488.67
3/4/2014,Gas,82755.76
3/4/2014,Gas-CC,412618.84
3/4/2014,Hydro,704.46
3/4/2014,Nuclear,123259.60
3/4/2014,Other,0.00
3/4/2014,Solar,405.91
3/4/2014,Wind,46141.17
3/5/2014,Biomass,3625.24
3/5/2014,Coal,359303.98
3/5/2014,Gas,40932.82
3/5/2014,Gas-CC,296309.35
3/5/2014,Hydro,682.88
3/5/2014,Nuclear,123286.19
3/5/2014,Other,0.00
3/5/2014,Solar,476.44
3/5/2014,Wind,96516.61
3/6/2014,Biomass,2945.66
3/6/2014,Coal,356006.11
3/6/2014,Gas,35701.98
3/6/2014,Gas-CC,274385.82
3/6/2014,Hydro,490.70
3/6/2014,Nuclear,123291.35
3/6/2014,Other,16.39
3/6/2014,Solar,969.68
3/6/2014,Wind,51700.48
3/7/2014,Biomass,2474.38
3/7/2014,Coal,327961.35
3/7/2014,Gas,29057.39
3/7/2014,Gas-CC,168522.42
3/7/2014,Hydro,282.37
3/7/2014,Nuclear,123272.40
3/7/2014,Other,31.00
3/7/2014,Solar,637.97
3/7/2014,Wind,178472.99
3/8/2014,Biomass,1203.27
3/8/2014,Coal,315954.46
3/8/2014,Gas,23609.80
3/8/2014,Gas-CC,175894.15
3/8/2014,Hydro,257.14
3/8/2014,Nuclear,123189.35
3/8/2014,Other,26.90
3/8/2014,Solar,117.30
3/8/2014,Wind,133428.63
3/9/2014,Biomass,1151.65
3/9/2014,Coal,330835.00
3/9/2014,Gas,28317.98
3/9/2014,Gas-CC,247561.97
3/9/2014,Hydro,288.10
3/9/2014,Nuclear,118129.44
3/9/2014,Other,15.43
3/9/2014,Solar,174.00
3/9/2014,Wind,37473.52
3/10/2014,Biomass,1192.14
3/10/2014,Coal,308619.09
3/10/2014,Gas,28548.07
3/10/2014,Gas-CC,246880.42
3/10/2014,Hydro,524.29
3/10/2014,Nuclear,123287.40
3/10/2014,Other,27.85
3/10/2014,Solar,369.61
3/10/2014,Wind,74861.72
3/11/2014,Biomass,1303.12
3/11/2014,Coal,278396.26
3/11/2014,Gas,21452.77
3/11/2014,Gas-CC,184847.50
3/11/2014,Hydro,444.87
3/11/2014,Nuclear,123185.43
3/11/2014,Other,13.92
3/11/2014,Solar,856.88
3/11/2014,Wind,139216.00
3/12/2014,Biomass,1185.32
3/12/2014,Coal,267131.15
3/12/2014,Gas,22187.20
3/12/2014,Gas-CC,201786.70
3/12/2014,Hydro,416.14
3/12/2014,Nuclear,123098.41
3/12/2014,Other,2.54
3/12/2014,Solar,1086.76
3/12/2014,Wind,133443.55
3/13/2014,Biomass,1202.24
3/13/2014,Coal,293390.88
3/13/2014,Gas,26409.12
3/13/2014,Gas-CC,256620.16
3/13/2014,Hydro,671.20
3/13/2014,Nuclear,123104.85
3/13/2014,Other,9.96
3/13/2014,Solar,953.43
3/13/2014,Wind,76074.64
3/14/2014,Biomass,1187.80
3/14/2014,Coal,283014.25
3/14/2014,Gas,21266.04
3/14/2014,Gas-CC,204077.37
3/14/2014,Hydro,343.32
3/14/2014,Nuclear,123099.41
3/14/2014,Other,9.85
3/14/2014,Solar,578.67
3/14/2014,Wind,113269.70
3/15/2014,Biomass,1325.09
3/15/2014,Coal,301078.07
3/15/2014,Gas,21121.18
3/15/2014,Gas-CC,182235.54
3/15/2014,Hydro,285.23
3/15/2014,Nuclear,118206.32
3/15/2014,Other,15.21
3/15/2014,Solar,490.50
3/15/2014,Wind,77790.29
3/16/2014,Biomass,1263.27
3/16/2014,Coal,268948.19
3/16/2014,Gas,21714.75
3/16/2014,Gas-CC,167744.37
3/16/2014,Hydro,288.42
3/16/2014,Nuclear,90055.83
3/16/2014,Other,14.47
3/16/2014,Solar,754.49
3/16/2014,Wind,185510.29
3/17/2014,Biomass,1262.24
3/17/2014,Coal,322986.94
3/17/2014,Gas,31789.93
3/17/2014,Gas-CC,272865.13
3/17/2014,Hydro,437.91
3/17/2014,Nuclear,90541.65
3/17/2014,Other,12.16
3/17/2014,Solar,1126.88
3/17/2014,Wind,89265.80
3/18/2014,Biomass,1220.78
3/18/2014,Coal,283905.84
3/18/2014,Gas,16754.90
3/18/2014,Gas-CC,192914.27
3/18/2014,Hydro,643.72
3/18/2014,Nuclear,90601.71
3/18/2014,Other,9.80
3/18/2014,Solar,1103.27
3/18/2014,Wind,195027.66
3/19/2014,Biomass,1170.52
3/19/2014,Coal,296955.09
3/19/2014,Gas,15893.14
3/19/2014,Gas-CC,256479.40
3/19/2014,Hydro,514.91
3/19/2014,Nuclear,90613.28
3/19/2014,Other,10.37
3/19/2014,Solar,674.78
3/19/2014,Wind,80354.82
3/20/2014,Biomass,1227.83
3/20/2014,Coal,309391.05
3/20/2014,Gas,15960.56
3/20/2014,Gas-CC,260137.52
3/20/2014,Hydro,350.30
3/20/2014,Nuclear,90732.06
3/20/2014,Other,13.84
3/20/2014,Solar,1021.86
3/20/2014,Wind,80213.97
3/21/2014,Biomass,1188.74
3/21/2014,Coal,278126.30
3/21/2014,Gas,16343.07
3/21/2014,Gas-CC,218551.12
3/21/2014,Hydro,354.33
3/21/2014,Nuclear,90706.51
3/21/2014,Other,12.61
3/21/2014,Solar,636.92
3/21/2014,Wind,144515.26
3/22/2014,Biomass,1187.75
3/22/2014,Coal,290359.29
3/22/2014,Gas,14660.53
3/22/2014,Gas-CC,234097.50
3/22/2014,Hydro,305.55
3/22/2014,Nuclear,90697.74
3/22/2014,Other,21.05
3/22/2014,Solar,355.14
3/22/2014,Wind,89936.72
3/23/2014,Biomass,1201.96
3/23/2014,Coal,266053.18
3/23/2014,Gas,15031.20
3/23/2014,Gas-CC,227715.49
3/23/2014,Hydro,246.68
3/23/2014,Nuclear,90686.38
3/23/2014,Other,22.15
3/23/2014,Solar,369.18
3/23/2014,Wind,109616.63
3/24/2014,Biomass,1155.21
3/24/2014,Coal,291837.06
3/24/2014,Gas,18605.71
3/24/2014,Gas-CC,312204.98
3/24/2014,Hydro,345.13
3/24/2014,Nuclear,90712.27
3/24/2014,Other,20.68
3/24/2014,Solar,340.85
3/24/2014,Wind,50642.51
3/25/2014,Biomass,1152.49
3/25/2014,Coal,266607.90
3/25/2014,Gas,20110.84
3/25/2014,Gas-CC,269571.88
3/25/2014,Hydro,350.63
3/25/2014,Nuclear,90702.15
3/25/2014,Other,17.34
3/25/2014,Solar,892.09
3/25/2014,Wind,106098.61
3/26/2014,Biomass,1204.32
3/26/2014,Coal,270108.21
3/26/2014,Gas,17486.71
3/26/2014,Gas-CC,193375.39
3/26/2014,Hydro,338.60
3/26/2014,Nuclear,90746.87
3/26/2014,Other,22.79
3/26/2014,Solar,285.30
3/26/2014,Wind,214408.28
3/27/2014,Biomass,1228.81
3/27/2014,Coal,268992.09
3/27/2014,Gas,19690.55
3/27/2014,Gas-CC,223213.33
3/27/2014,Hydro,326.51
3/27/2014,Nuclear,90721.39
3/27/2014,Other,27.91
3/27/2014,Solar,554.86
3/27/2014,Wind,165408.90
3/28/2014,Biomass,1113.07
3/28/2014,Coal,296804.10
3/28/2014,Gas,26319.77
3/28/2014,Gas-CC,285971.44
3/28/2014,Hydro,373.93
3/28/2014,Nuclear,90683.92
3/28/2014,Other,29.08
3/28/2014,Solar,831.96
3/28/2014,Wind,87815.84
3/29/2014,Biomass,1143.06
3/29/2014,Coal,271591.46
3/29/2014,Gas,21373.20
