variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
alpha,0.3083001622625,0.3080395,0.06747321580216462,0.06755689290000001,0.19884505,0.41894594999999996,0.9998110115573732,12397.127622942502,7147.681031944313
