name,estimate,.lower,.upper,.width,.point,.interval
Owen Parsons,0.33581150000000004,-0.1941356999999998,0.8529299749999999,0.95,median,qi
Persephone Valentine,0.2424615,-0.26682269999999997,0.7082287749999998,0.95,median,qi
Rachel Bloom,0.232836,-0.328758425,0.7571600749999999,0.95,median,qi
Raphael Chestang,0.0899997,-0.5072741499999999,0.6122978999999995,0.95,median,qi
Rekha Shankar,0.5878920000000001,0.1630308000000002,1.0125465,0.95,median,qi
Riley Silverman,0.1815345,-0.3993512499999998,0.6993934999999999,0.95,median,qi
Ross Bryant,0.4167975,-0.10445502499999994,0.9527464749999998,0.95,median,qi
Ryan Creamer,0.1609395,-0.3574441999999995,0.634974425,0.95,median,qi
Ryan Martin,0.2531775,-0.222491475,0.7104329,0.95,median,qi
Ryanni,0.28067149999999996,-0.26902917499999995,0.8009678999999997,0.95,median,qi
Saige Ryan,0.27015,-0.2850530499999999,0.81174955,0.95,median,qi
Sam Bashor,0.30718449999999997,-0.167879025,0.7824611999999999,0.95,median,qi
Sam Maggs,0.14775300000000002,-0.3822186499999999,0.634355425,0.95,median,qi
Sam Riegel,0.2094815,-0.3411448499999999,0.7084911749999999,0.95,median,qi
Satine Phoenix,0.351699,-0.18953172499999993,0.89137365,0.95,median,qi
Shane Crown,0.4429725,0.08437989750000005,0.799883625,0.95,median,qi
Shay Parsons,0.2768425,-0.278961325,0.8011286499999999,0.95,median,qi
Siobhan Thompson,0.486067,0.153229475,0.8206681,0.95,median,qi
Spencer Porter,0.053342650000000005,-0.54707915,0.5721328499999996,0.95,median,qi
Stef Woodburn,0.2678005,-0.272723625,0.755222925,0.95,median,qi
Steven Plescia,0.219742,-0.33412944999999983,0.7412619749999998,0.95,median,qi
SungWon Cho,0.41448850000000004,-0.10743202499999996,0.9391513249999996,0.95,median,qi
Surena Marie,0.182545,-0.366143975,0.6863276749999998,0.95,median,qi
T.J. Gonzalez,0.215168,-0.3552391999999998,0.7314000499999996,0.95,median,qi
Talieson Jaffe,0.323029,-0.21079329999999988,0.8397299249999995,0.95,median,qi
Tao Yang,0.0631037,-0.379022075,0.47105064999999985,0.95,median,qi
Terence Wiggins,0.33708400000000005,-0.1960270999999994,0.8569020249999999,0.95,median,qi
Thomas Middleditch,0.3536585,-0.18983834999999993,0.879493825,0.95,median,qi
Travis McElroy,0.5105235,0.009211962000000115,1.04540725,0.95,median,qi
Trinity Taylor,0.3095325,-0.2789583249999998,0.8943334249999997,0.95,median,qi
Trisha Hershberger,0.0987697,-0.4445542249999999,0.588278325,0.95,median,qi
Vanessa Guerrero,0.299612,-0.23632162499999965,0.8240425999999997,0.95,median,qi
Vernon X. Odemns,0.1492945,-0.42116232499999984,0.6610138499999998,0.95,median,qi
Winston A. Marshall,0.298279,-0.13098172499999994,0.71025245,0.95,median,qi
Xavier Woods,0.3153365,-0.2946749499999999,0.8944711249999998,0.95,median,qi
Zac Oyama,0.4772515,0.10355047500000017,0.875017825,0.95,median,qi
Zach Kornfeld,0.1435835,-0.43366987499999987,0.6691188999999994,0.95,median,qi
Zach Sherwin,0.204335,-0.34798209999999974,0.7203614499999997,0.95,median,qi
Zeke Nicholson,0.2668645,-0.27264524999999995,0.7853353749999998,0.95,median,qi
