variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
delta_theta[45],-0.027385004390845,-0.028989349999999997,0.0626826474384064,0.062219013989999995,-0.12703710000000001,0.07895603999999985,1.0000912302163798,11270.239834799344,8894.866649654994
delta_theta[46],-0.026267209145369997,-0.02681465,0.06266891845465411,0.06314467530000001,-0.12787575,0.07825308999999997,0.9999447395706031,11616.421963682395,10082.802201555078
delta_theta[47],-0.025175653789709998,-0.0257766,0.06817768515398734,0.06843992945999999,-0.13491279999999997,0.088021645,1.0000840636648336,11699.032516738504,9601.479215898838
delta_theta[48],-0.02714107272972,-0.028297950000000002,0.06407386233156788,0.06300560742,-0.13058499999999998,0.08156780999999994,0.9997820996584245,11444.462606317338,9931.819906366283
delta_theta[49],-0.026482573859618,-0.02613775,0.0642865266644418,0.06490222346999999,-0.1330528,0.07873223999999997,1.000328439602241,10867.422944335078,9542.697197755344
delta_theta[50],-0.02610427354343,-0.02613325,0.07102887000224703,0.07191336474,-0.14081155,0.09221053,1.0004142769273145,11267.622743508466,9501.169414100228
delta_theta[51],-0.026413355363629994,-0.02523595,0.06968455713865639,0.06918908723999999,-0.14138679999999998,0.086882005,1.0006052292927714,10813.370894375414,9501.424299579134
delta_theta[52],-0.028918024559224,-0.02960415,0.05730071772379024,0.05643057294,-0.12164879999999999,0.06598309499999999,1.000006208564136,11561.130183593392,9471.574440351244
delta_theta[53],-0.0263088128816,-0.02684425,0.07050975964088335,0.07059392486999999,-0.1408501,0.09041192999999996,1.0001669614077338,10879.999908596896,9427.072276529037
delta_theta[54],-0.02737059471054,-0.028042949999999997,0.05055581886449983,0.049327710620999984,-0.10912379999999999,0.05692689999999997,1.000265536079443,11534.400862402465,9463.181981106934
delta_theta[55],-0.026072636988379996,-0.026495900000000003,0.06996143193590453,0.06951748314,-0.13859159999999998,0.09233474000000001,1.0003938354591657,11835.872415094593,9596.733332498838
delta_theta[56],-0.031221091050893,-0.031770400000000004,0.06187947867615515,0.062472316199999996,-0.1307091,0.07132229499999998,1.0000698059055049,10714.610174872325,9444.078292171278
delta_theta[57],-0.0277950486629257,-0.0271575,0.07024758116325422,0.07147103102999999,-0.1419518,0.08866966500000001,0.999886779438737,11480.50400513932,9700.381815044779
delta_evs,-42.964499999999965,-42,57.18133270772049,54.856199999999994,-138,48,0.9996855763927193,10384.7089988084,9970.625328616024
delta_win_state[1],9.999999999999404e-4,0,0.058303858654412954,0,0,0,0.9999920191877963,10035.114090625551,10074.84833832712
delta_win_state[2],2.0000000000016215e-4,0,0.24291121955573478,0,0,0,0.9998695133559731,9426.899113063324,8586.66207939297
delta_win_state[3],-0.0704000000000005,0,0.560067145546603,0,-1,1,1.0003978899242036,10223.027939984648,NA
delta_win_state[4],-2.000000000000184e-4,0,0.05099235258351972,0,0,0,0.9997167631786905,10031.11006800796,10055.1718805711
delta_win_state[5],-0.057199999999999515,0,0.24276336915884303,0,-1,0,1.0003837084305778,9127.632064327052,9135.392460508896
delta_win_state[6],-0.24100000000000021,0,0.6325812326505132,0,-1,1,0.9999305254758243,11065.364632339291,NA
delta_win_state[7],-0.19029999999999966,0,0.4924532069304715,0,-1,0,0.99994543498884,9960.593871082578,9784.897006141038
delta_win_state[8],-0.19730000000000045,0,0.5192298816199018,0,-1,1,0.9996654263113366,10941.510194915356,NA
delta_win_state[9],-0.0016999999999999678,0,0.04119805490520861,0,0,0,0.9997496100265341,10065.206717384452,NA
delta_win_state[10],-0.029600000000000324,0,0.4666322048052958,0,-1,1,0.9998130515824986,9564.855761541163,NA
delta_win_state[11],-0.059799999999999714,0,0.552860312784891,0,-1,1,1.0003019150395915,10056.377793289796,NA
delta_win_state[12],-0.06030000000000006,0,0.2628132741733165,0,-1,0,1.0005122840228649,9449.575439310538,8943.036488048321
delta_win_state[13],-4.000000000000347e-4,0,0.03464043873855936,0,0,0,1.0005419160370475,10023.339823418233,10038.612023712203
delta_win_state[14],-0.19810000000000041,0,0.5331836629922915,0,-1,1,1.0000478489808944,10511.275241735042,NA
delta_win_state[15],0.0020000000000000412,0,0.15296515888914194,0,0,0,0.9999906029737422,9214.45174205132,9406.716537532533
delta_win_state[16],-0.0021000000000003247,0,0.29883861941193274,0,0,0,1.0006282649527822,8881.443091470914,9620.316876710462
delta_win_state[17],0.00279999999999997,0,0.15554606860329961,0,0,0,0.9998131183400918,9652.042919451666,9441.505494893756
delta_win_state[18],1.9999999999990902e-4,0,0.06782639635130738,0,0,0,1.000613005301235,8573.93810173988,9296.585363502149
delta_win_state[19],0.0016000000000001076,0,0.12805889234251763,0,0,0,1.000182199320922,10029.20182037967,10135.861238874124
delta_win_state[20],-0.12050000000000012,0,0.37039636789114455,0,-1,0,0.9997012233087685,10131.981547466608,9704.408173161328
delta_win_state[21],-0.028299999999999926,0,0.4210900636255426,0,-1,1,1.0002446741148812,10574.002298715866,NA
delta_win_state[22],-0.04010000000000006,0,0.20222779138377184,0,0,0,0.9998657827016001,8192.358676324422,10055.532800356941
delta_win_state[23],-0.03989999999999998,0,0.20077853770292964,0,0,0,0.999888330063565,8676.734974225023,10049.834961335004
delta_win_state[24],-0.12929999999999964,0,0.6390793004277632,0,-1,1,0.9999748437255473,10571.312633005875,NA
delta_win_state[25],-0.18829999999999977,0,0.6768226642865426,0,-1,1,0.9998039390335448,10268.88780545646,NA
delta_win_state[26],-0.0036000000000000866,0,0.18865470855481464,0,0,0,0.999898213561886,10149.708290455308,9397.269479258903
delta_win_state[27],-0.0020000000000000434,0,0.22715888738062906,0,0,0,1.0002087939512643,9842.334499640596,9601.428841920402
delta_win_state[28],0.005400000000000074,0,0.1461949975126624,0,0,0,1.0001493442012879,9455.912199695158,9092.801132839897
delta_win_state[29],-6.000000000000028e-4,0,0.13928955509303995,0,0,0,1.0008607095031825,9694.29578784975,9801.142960864481
delta_win_state[30],-0.15980000000000086,0,0.6516950442063126,0,-1,1,1.0004978331298382,10385.656725243607,NA
delta_win_state[31],-1.0000000000000776e-4,0,0.01000000000000131,0,0,0,1,10032.154258256218,NA
delta_win_state[32],-0.10089999999999952,0,0.6183505686441492,0,-1,1,1.0001432050443013,9924.71789575972,NA
delta_win_state[33],-0.19899999999999987,0,0.6748663159874213,0,-1,1,1.000078633117601,11088.309652062582,NA
delta_win_state[34],-0.22680000000000045,0,0.5937988040590756,0,-1,1,0.9999469202144868,10856.410559828031,NA
delta_win_state[35],-0.2405999999999997,0,0.6424584930495884,0,-1,1,1.000810332424483,11504.26159269884,NA
delta_win_state[36],-0.17410000000000012,0,0.46862687835323336,0,-1,0,1.0005560942478842,10172.358755933637,10238.802549464934
delta_win_state[37],-0.06679999999999948,0,0.544947205466453,0,-1,1,1.00025397074017,10189.090279975875,NA
delta_win_state[38],3.000000000000162e-4,0,0.022359785240464513,0,0,0,1.0002959433771408,10032.690766660246,10037.534823626505
delta_win_state[39],-0.023999999999999883,0,0.40748080207585496,0,-1,1,0.9998781308358604,9928.790425835929,NA
delta_win_state[40],0,0,0.02000100007500625,0,0,0,1.0000533319111868,10030.00443305657,10034.305464211331
delta_win_state[41],-0.22320000000000034,0,0.5544479247414869,0,-1,1,0.9999301164763413,11234.691929315899,NA
delta_win_state[42],-0.10199999999999988,0,0.6035167133082169,0,-1,1,0.9999942903324102,10369.822890039666,NA
delta_win_state[43],-0.16959999999999997,0,0.4607136482746918,0,-1,0,1.0000468023226212,10895.058976154025,9958.504165996334
delta_win_state[44],-0.004100000000000248,0,0.2582437975748879,0,0,0,0.9998597013175169,10073.513177067309,9798.243729428765
delta_win_state[45],1.999999999999131e-4,0,0.08246599337913713,0,0,0,1.0003756889616435,8839.199270353069,10100.690771870113
delta_win_state[46],-2.000000000000155e-4,0,0.054774629400868205,0,0,0,1.0003346111132305,10031.247882129208,10058.369781613294
delta_win_state[47],-0.013099999999999976,0,0.37005686618200717,0,-1,1,1.0003311395134709,9987.659084083607,NA
delta_win_state[48],7.000000000000018e-4,0,0.04582270149169749,0,0,0,1.0002361532663682,11116.120956047742,8885.495356651476
delta_win_state[49],-0.010199999999999897,0,0.10147408387843385,0,0,0,1.00042267911668,9842.654384113232,10032.154258256218
delta_win_state[50],-0.2080000000000004,0,0.6792511598914004,1.4826,-1,1,0.9998085073329283,10601.008014458364,NA
delta_win_state[51],-0.18929999999999989,0,0.4903973480310909,0,-1,0,0.9999769642989644,10130.550679895294,10077.20320271455
delta_win_state[52],-9.999999999995452e-5,0,0.026458647093162965,0,0,0,1.0007675626827102,10028.460650051917,10036.45805225254
delta_win_state[53],-0.14080000000000006,0,0.6294560997386428,0,-1,1,1.000232282799831,9855.29030998515,NA
delta_win_state[54],0,0,0.02000100007500625,0,0,0,1.0000533319111868,10030.00443305657,10034.305464211331
delta_win_state[55],-0.14239999999999967,0,0.6543432253074114,0,-1,1,1.000040072177704,10733.410581827666,NA
delta_win_state[56],-4.000000000000285e-4,0,0.05477353388271744,0,0,0,1.000105912299341,10752.021572132167,10056.726805039376
delta_win_state[57],-0.2309999999999994,0,0.6515224080143716,0,-1,1,0.999960405998605,10453.949535890528,NA
delta_win_pres,-0.16959999999999953,0,0.47587654475565383,0,-1,0,1.0000101783382487,9155.579186560388,8775.041668810301
delta_tie_pres,-0.00489999999999995,0,0.09938298495099891,0,0,0,1.0001304809112845,9918.96036537447,9468.41579748526
