.draw,parameter,estimate
1611,p_switch_trump,0.09193280126559515
1611,p_switch_desantis,0.9080671987344049
1612,p_h2h_trump,0.484612732715211
1612,p_h2h_desantis,0.5153872672847891
1612,p_multi_trump,0.45653235717914165
1612,p_multi_desantis,0.34717596426375386
1612,p_multi_other,0.19629167855710458
1612,p_switch_trump,0.14305433496968273
1612,p_switch_desantis,0.8569456650303172
1613,p_h2h_trump,0.4916846822858156
1613,p_h2h_desantis,0.5083153177141844
1613,p_multi_trump,0.45849890321417386
1613,p_multi_desantis,0.3453281445639141
1613,p_multi_other,0.19617295222191208
1613,p_switch_trump,0.1691659257597437
1613,p_switch_desantis,0.8308340742402562
1614,p_h2h_trump,0.48209175831865264
1614,p_h2h_desantis,0.5179082416813472
1614,p_multi_trump,0.45891104137297817
1614,p_multi_desantis,0.3427538505796474
1614,p_multi_other,0.1983351080473743
1614,p_switch_trump,0.11687651860475207
1614,p_switch_desantis,0.8831234813952479
1615,p_h2h_trump,0.4820101688341528
1615,p_h2h_desantis,0.5179898311658472
1615,p_multi_trump,0.4632583438634639
1615,p_multi_desantis,0.34178482885034905
1615,p_multi_other,0.19495682728618707
1615,p_switch_trump,0.09618450008504793
1615,p_switch_desantis,0.9038154999149521
1616,p_h2h_trump,0.48237016233565444
1616,p_h2h_desantis,0.5176298376643456
1616,p_multi_trump,0.4665611058061855
1616,p_multi_desantis,0.3424319638513649
1616,p_multi_other,0.19100693034244967
1616,p_switch_trump,0.08276692631584334
1616,p_switch_desantis,0.9172330736841566
1617,p_h2h_trump,0.4949449411545083
1617,p_h2h_desantis,0.5050550588454917
1617,p_multi_trump,0.45055995204033106
1617,p_multi_desantis,0.34512382415935033
1617,p_multi_other,0.20431622380031864
1617,p_switch_trump,0.21723673376792324
1617,p_switch_desantis,0.7827632662320768
1618,p_h2h_trump,0.48447102969751943
1618,p_h2h_desantis,0.5155289703024807
1618,p_multi_trump,0.4645691705389341
1618,p_multi_desantis,0.3382829552352763
1618,p_multi_other,0.19714787422578967
1618,p_switch_trump,0.10094889045464471
1618,p_switch_desantis,0.8990511095453553
1619,p_h2h_trump,0.48276053000661956
1619,p_h2h_desantis,0.5172394699933804
1619,p_multi_trump,0.465424485131009
1619,p_multi_desantis,0.34102463656081283
1619,p_multi_other,0.1935508783081782
1619,p_switch_trump,0.08956841233242853
1619,p_switch_desantis,0.9104315876675714
1620,p_h2h_trump,0.4807134643756105
1620,p_h2h_desantis,0.5192865356243896
1620,p_multi_trump,0.45786968386252735
1620,p_multi_desantis,0.3488998466229205
1620,p_multi_other,0.19323046951455222
1620,p_switch_trump,0.11822038506904717
1620,p_switch_desantis,0.8817796149309528
1621,p_h2h_trump,0.482344514986405
1621,p_h2h_desantis,0.5176554850135948
1621,p_multi_trump,0.467238857923211
1621,p_multi_desantis,0.33864455511739355
1621,p_multi_other,0.19411658695939532
1621,p_switch_trump,0.07781744620491274
1621,p_switch_desantis,0.9221825537950872
1622,p_h2h_trump,0.4847178023810641
1622,p_h2h_desantis,0.5152821976189358
1622,p_multi_trump,0.46260046476290917
1622,p_multi_desantis,0.34653073126796136
1622,p_multi_other,0.19086880396912942
1622,p_switch_trump,0.11587717404952214
1622,p_switch_desantis,0.8841228259504778
1623,p_h2h_trump,0.49654856261038766
1623,p_h2h_desantis,0.5034514373896123
1623,p_multi_trump,0.4583406184418446
1623,p_multi_desantis,0.3468191079610923
1623,p_multi_other,0.1948402735970631
1623,p_switch_trump,0.19609880166540172
1623,p_switch_desantis,0.8039011983345984
1624,p_h2h_trump,0.479819797036709
1624,p_h2h_desantis,0.520180202963291
1624,p_multi_trump,0.45639050547822857
1624,p_multi_desantis,0.34046145375294723
1624,p_multi_other,0.2031480407688243
1624,p_switch_trump,0.11533112241600313
1624,p_switch_desantis,0.8846688775839968
1625,p_h2h_trump,0.48584194975576966
1625,p_h2h_desantis,0.5141580502442303
1625,p_multi_trump,0.46237801108717164
1625,p_multi_desantis,0.3430201638330329
1625,p_multi_other,0.19460182507979548
1625,p_switch_trump,0.12057409358302155
1625,p_switch_desantis,0.8794259064169784
1626,p_h2h_trump,0.4863354946624742
1626,p_h2h_desantis,0.5136645053375258
1626,p_multi_trump,0.4557755250570847
1626,p_multi_desantis,0.3476750093535113
1626,p_multi_other,0.1965494655894041
1626,p_switch_trump,0.1554823337410132
1626,p_switch_desantis,0.8445176662589867
1627,p_h2h_trump,0.4863354946624742
1627,p_h2h_desantis,0.5136645053375258
1627,p_multi_trump,0.4557755250570847
1627,p_multi_desantis,0.3476750093535113
1627,p_multi_other,0.1965494655894041
1627,p_switch_trump,0.1554823337410132
1627,p_switch_desantis,0.8445176662589867
1628,p_h2h_trump,0.48243183640093784
1628,p_h2h_desantis,0.5175681635990622
1628,p_multi_trump,0.46137082494486353
1628,p_multi_desantis,0.34506879344527264
1628,p_multi_other,0.19356038160986389
1628,p_switch_trump,0.10880848281506501
1628,p_switch_desantis,0.8911915171849351
1629,p_h2h_trump,0.47091839839439154
1629,p_h2h_desantis,0.5290816016056084
1629,p_multi_trump,0.4531178078215637
1629,p_multi_desantis,0.352352733362751
1629,p_multi_other,0.19452945881568523
1629,p_switch_trump,0.09150588646675728
1629,p_switch_desantis,0.9084941135332426
1630,p_h2h_trump,0.4941029285569005
1630,p_h2h_desantis,0.5058970714430995
1630,p_multi_trump,0.46314854196044086
1630,p_multi_desantis,0.3479097669835508
1630,p_multi_other,0.1889416910560084
1630,p_switch_trump,0.16383036704844448
1630,p_switch_desantis,0.8361696329515556
1631,p_h2h_trump,0.47471174224669255
1631,p_h2h_desantis,0.5252882577533073
1631,p_multi_trump,0.4626109311300409
1631,p_multi_desantis,0.3485923343257366
1631,p_multi_other,0.18879673454422236
1631,p_switch_trump,0.0640943877862316
1631,p_switch_desantis,0.9359056122137684
1632,p_h2h_trump,0.4819047469778183
1632,p_h2h_desantis,0.5180952530221816
1632,p_multi_trump,0.4613369705012368
1632,p_multi_desantis,0.34808769535981116
1632,p_multi_other,0.19057533413895206
1632,p_switch_trump,0.1079246512646028
1632,p_switch_desantis,0.8920753487353973
1633,p_h2h_trump,0.48660807422514085
1633,p_h2h_desantis,0.5133919257748593
1633,p_multi_trump,0.46302436957357235
1633,p_multi_desantis,0.3435620065659648
1633,p_multi_other,0.19341362386046293
1633,p_switch_trump,0.12193404053368466
1633,p_switch_desantis,0.8780659594663154
1634,p_h2h_trump,0.4887395989810123
1634,p_h2h_desantis,0.5112604010189876
1634,p_multi_trump,0.46193667896473295
1634,p_multi_desantis,0.34357933943896235
1634,p_multi_other,0.19448398159630467
1634,p_switch_trump,0.1378155660753329
1634,p_switch_desantis,0.862184433924667
1635,p_h2h_trump,0.48624988561004334
1635,p_h2h_desantis,0.5137501143899567
1635,p_multi_trump,0.4644298051781142
1635,p_multi_desantis,0.33744297505795734
1635,p_multi_other,0.1981272197639285
1635,p_switch_trump,0.11013166417985416
1635,p_switch_desantis,0.8898683358201458
1636,p_h2h_trump,0.4877361224423977
1636,p_h2h_desantis,0.5122638775576023
1636,p_multi_trump,0.4633511982384232
1636,p_multi_desantis,0.338283861606874
1636,p_multi_other,0.19836494015470274
1636,p_switch_trump,0.12292960734370188
1636,p_switch_desantis,0.877070392656298
1637,p_h2h_trump,0.4766317499750176
1637,p_h2h_desantis,0.5233682500249823
1637,p_multi_trump,0.4596616903011484
1637,p_multi_desantis,0.3445600510788208
1637,p_multi_other,0.1957782586200308
1637,p_switch_trump,0.08668000110678771
1637,p_switch_desantis,0.9133199988932122
1638,p_h2h_trump,0.48725037942764626
1638,p_h2h_desantis,0.5127496205723537
1638,p_multi_trump,0.45571745975050365
1638,p_multi_desantis,0.3484551148657525
1638,p_multi_other,0.19582742538374387
1638,p_switch_trump,0.1610240221222878
1638,p_switch_desantis,0.8389759778777123
1639,p_h2h_trump,0.4932169560489424
1639,p_h2h_desantis,0.5067830439510576
1639,p_multi_trump,0.460301284791693
1639,p_multi_desantis,0.3398980943217294
1639,p_multi_other,0.19980062088657755
1639,p_switch_trump,0.16474258744138184
1639,p_switch_desantis,0.8352574125586181
1640,p_h2h_trump,0.4815339215839627
1640,p_h2h_desantis,0.5184660784160372
1640,p_multi_trump,0.45956781555967097
1640,p_multi_desantis,0.3466626262193572
1640,p_multi_other,0.1937695582209718
1640,p_switch_trump,0.1133620070457194
1640,p_switch_desantis,0.8866379929542806
1641,p_h2h_trump,0.487035620172731
1641,p_h2h_desantis,0.512964379827269
1641,p_multi_trump,0.4571540873776014
1641,p_multi_desantis,0.3511867824288159
1641,p_multi_other,0.19165913019358263
1641,p_switch_trump,0.15590977985211657
1641,p_switch_desantis,0.8440902201478834
1642,p_h2h_trump,0.4824911368937611
1642,p_h2h_desantis,0.5175088631062388
1642,p_multi_trump,0.45996262300160606
1642,p_multi_desantis,0.34346258829960025
1642,p_multi_other,0.19657478869879363
1642,p_switch_trump,0.11460530641431783
1642,p_switch_desantis,0.8853946935856821
1643,p_h2h_trump,0.4833496149498725
1643,p_h2h_desantis,0.5166503850501276
1643,p_multi_trump,0.4602203406371362
1643,p_multi_desantis,0.34248332707938856
1643,p_multi_other,0.19729633228347537
1643,p_switch_trump,0.11723114183138564
1643,p_switch_desantis,0.8827688581686144
1644,p_h2h_trump,0.486709780936489
1644,p_h2h_desantis,0.5132902190635111
1644,p_multi_trump,0.4562440790841806
1644,p_multi_desantis,0.3411382747897438
1644,p_multi_other,0.20261764612607566
1644,p_switch_trump,0.15036055563172215
1644,p_switch_desantis,0.8496394443682779
1645,p_h2h_trump,0.4924661366929349
1645,p_h2h_desantis,0.5075338633070652
1645,p_multi_trump,0.45206564667380517
1645,p_multi_desantis,0.3422764087481286
1645,p_multi_other,0.20565794457806627
1645,p_switch_trump,0.1964450734058269
1645,p_switch_desantis,0.8035549265941732
1646,p_h2h_trump,0.48338369233836675
1646,p_h2h_desantis,0.5166163076616334
1646,p_multi_trump,0.4644319049108999
1646,p_multi_desantis,0.3381905016299725
1646,p_multi_other,0.1973775934591277
1646,p_switch_trump,0.09601792734083232
1646,p_switch_desantis,0.9039820726591676
1647,p_h2h_trump,0.48694825676960984
1647,p_h2h_desantis,0.5130517432303903
1647,p_multi_trump,0.4591545826073423
1647,p_multi_desantis,0.3460645719430916
1647,p_multi_other,0.19478084544956614
1647,p_switch_trump,0.14269202958903893
1647,p_switch_desantis,0.8573079704109611
1648,p_h2h_trump,0.48818981751480367
1648,p_h2h_desantis,0.5118101824851964
1648,p_multi_trump,0.46167940523298473
1648,p_multi_desantis,0.34428773119092965
1648,p_multi_other,0.19403286357608568
1648,p_switch_trump,0.13662846485499341
1648,p_switch_desantis,0.8633715351450065
1649,p_h2h_trump,0.48593319717209416
1649,p_h2h_desantis,0.5140668028279058
1649,p_multi_trump,0.4567203229275015
1649,p_multi_desantis,0.3475239941709074
1649,p_multi_other,0.19575568290159107
1649,p_switch_trump,0.14923129592757914
1649,p_switch_desantis,0.8507687040724209
1650,p_h2h_trump,0.4865185173828724
1650,p_h2h_desantis,0.5134814826171276
1650,p_multi_trump,0.4664853543421674
1650,p_multi_desantis,0.3387428083564501
1650,p_multi_other,0.19477183730138242
1650,p_switch_trump,0.10285451592114112
1650,p_switch_desantis,0.8971454840788589
1651,p_h2h_trump,0.47808198093191756
1651,p_h2h_desantis,0.5219180190680824
1651,p_multi_trump,0.46092832671275485
1651,p_multi_desantis,0.3450229849141
1651,p_multi_other,0.19404868837314515
1651,p_switch_trump,0.08839871252402985
1651,p_switch_desantis,0.9116012874759702
1652,p_h2h_trump,0.4955599853389753
1652,p_h2h_desantis,0.5044400146610247
1652,p_multi_trump,0.46186066046494784
1652,p_multi_desantis,0.3391225130267446
1652,p_multi_other,0.19901682650830757
1652,p_switch_trump,0.16932902340607234
1652,p_switch_desantis,0.8306709765939276
1653,p_h2h_trump,0.47363108426727346
1653,p_h2h_desantis,0.5263689157327265
1653,p_multi_trump,0.4542533342653333
1653,p_multi_desantis,0.35466420492740297
1653,p_multi_other,0.19108246080726368
1653,p_switch_trump,0.10141040637678195
1653,p_switch_desantis,0.8985895936232181
1654,p_h2h_trump,0.47070747077880387
1654,p_h2h_desantis,0.5292925292211961
1654,p_multi_trump,0.4495219273359625
1654,p_multi_desantis,0.3510895849128842
1654,p_multi_other,0.19938848775115323
1654,p_switch_trump,0.10625259101860472
1654,p_switch_desantis,0.8937474089813954
1655,p_h2h_trump,0.48783395164284793
1655,p_h2h_desantis,0.512166048357152
1655,p_multi_trump,0.4627357396411206
1655,p_multi_desantis,0.3399949375229495
1655,p_multi_other,0.19726932283592985
1655,p_switch_trump,0.12722815509739302
1655,p_switch_desantis,0.872771844902607
1656,p_h2h_trump,0.48337147195701613
1656,p_h2h_desantis,0.5166285280429839
1656,p_multi_trump,0.4533252421939987
1656,p_multi_desantis,0.35004348574780736
1656,p_multi_other,0.19663127205819392
1656,p_switch_trump,0.152804940173123
1656,p_switch_desantis,0.847195059826877
1657,p_h2h_trump,0.4792658893972218
1657,p_h2h_desantis,0.5207341106027783
1657,p_multi_trump,0.45457145045352926
1657,p_multi_desantis,0.3473461853427451
1657,p_multi_other,0.19808236420372574
1657,p_switch_trump,0.12466752930258138
1657,p_switch_desantis,0.8753324706974186
1658,p_h2h_trump,0.4869117032642099
1658,p_h2h_desantis,0.5130882967357902
1658,p_multi_trump,0.4607041877369775
1658,p_multi_desantis,0.34048979684472447
1658,p_multi_other,0.198806015418298
1658,p_switch_trump,0.13182456009739152
1658,p_switch_desantis,0.8681754399026086
1659,p_h2h_trump,0.47938202557946114
1659,p_h2h_desantis,0.5206179744205388
1659,p_multi_trump,0.4576249395708401
1659,p_multi_desantis,0.34451797663574446
1659,p_multi_other,0.19785708379341538
1659,p_switch_trump,0.10996364442193968
1659,p_switch_desantis,0.8900363555780604
1660,p_h2h_trump,0.4815304914212497
1660,p_h2h_desantis,0.5184695085787502
1660,p_multi_trump,0.4548476549070016
1660,p_multi_desantis,0.3460435718165396
1660,p_multi_other,0.19910877327645873
1660,p_switch_trump,0.1340113550757482
1660,p_switch_desantis,0.8659886449242518
1661,p_h2h_trump,0.4816151568970291
1661,p_h2h_desantis,0.5183848431029707
1661,p_multi_trump,0.46064910875655357
1661,p_multi_desantis,0.34923502239725457
1661,p_multi_other,0.19011586884619175
1661,p_switch_trump,0.11028036884936501
1661,p_switch_desantis,0.8897196311506349
1662,p_h2h_trump,0.48387965169755787
1662,p_h2h_desantis,0.5161203483024421
1662,p_multi_trump,0.45453894010268137
1662,p_multi_desantis,0.3460265870734193
1662,p_multi_other,0.1994344728238994
1662,p_switch_trump,0.14711955851676842
1662,p_switch_desantis,0.8528804414832315
1663,p_h2h_trump,0.49115585470145806
1663,p_h2h_desantis,0.5088441452985419
1663,p_multi_trump,0.4540114674750203
1663,p_multi_desantis,0.34516586405440847
1663,p_multi_other,0.2008226684705712
1663,p_switch_trump,0.18496112769202108
1663,p_switch_desantis,0.8150388723079788
1664,p_h2h_trump,0.49490253815618124
1664,p_h2h_desantis,0.5050974618438188
1664,p_multi_trump,0.45646434068158265
1664,p_multi_desantis,0.34313284799758514
1664,p_multi_other,0.20040281132083218
1664,p_switch_trump,0.19180468188673003
1664,p_switch_desantis,0.80819531811327
1665,p_h2h_trump,0.48230430605735297
1665,p_h2h_desantis,0.517695693942647
1665,p_multi_trump,0.4513131765949164
1665,p_multi_desantis,0.349225827847331
1665,p_multi_other,0.19946099555775254
1665,p_switch_trump,0.15537438473008783
1665,p_switch_desantis,0.8446256152699122
1666,p_h2h_trump,0.48314929475372814
1666,p_h2h_desantis,0.5168507052462719
1666,p_multi_trump,0.45140348210384873
1666,p_multi_desantis,0.3485897964795502
1666,p_multi_other,0.200006721416601
1666,p_switch_trump,0.15872372900786133
1666,p_switch_desantis,0.8412762709921386
1667,p_h2h_trump,0.4800660528270756
1667,p_h2h_desantis,0.5199339471729244
1667,p_multi_trump,0.460944005127716
1667,p_multi_desantis,0.34879455772248324
1667,p_multi_other,0.19026143714980073
1667,p_switch_trump,0.10050406422770794
1667,p_switch_desantis,0.8994959357722921
1668,p_h2h_trump,0.4938753164811039
1668,p_h2h_desantis,0.5061246835188961
1668,p_multi_trump,0.4679232946710706
1668,p_multi_desantis,0.3424297900269726
1668,p_multi_other,0.18964691530195674
1668,p_switch_trump,0.13684389102091302
1668,p_switch_desantis,0.8631561089790871
1669,p_h2h_trump,0.4823619251105214
1669,p_h2h_desantis,0.51763807488947855
1669,p_multi_trump,0.45887330543631505
1669,p_multi_desantis,0.3504759869170896
1669,p_multi_other,0.1906507076465953
1669,p_switch_trump,0.12320237340921208
1669,p_switch_desantis,0.876797626590788
1670,p_h2h_trump,0.49186365291452655
1670,p_h2h_desantis,0.5081363470854733
1670,p_multi_trump,0.4602877743366321
1670,p_multi_desantis,0.34094639131079824
1670,p_multi_other,0.19876583435256956
1670,p_switch_trump,0.15885968874250989
1670,p_switch_desantis,0.8411403112574901
1671,p_h2h_trump,0.48263591256871263
1671,p_h2h_desantis,0.5173640874312873
1671,p_multi_trump,0.4609586815977189
1671,p_multi_desantis,0.34825866364782715
1671,p_multi_other,0.1907826547544539
1671,p_switch_trump,0.11362265085834623
1671,p_switch_desantis,0.8863773491416537
1672,p_h2h_trump,0.4801491795472364
1672,p_h2h_desantis,0.5198508204527637
1672,p_multi_trump,0.46128689984264665
1672,p_multi_desantis,0.3424029817421772
1672,p_multi_other,0.1963101184151762
1672,p_switch_trump,0.09608409315253912
1672,p_switch_desantis,0.9039159068474608
1673,p_h2h_trump,0.48916068334864776
1673,p_h2h_desantis,0.5108393166513523
1673,p_multi_trump,0.4615078334432634
1673,p_multi_desantis,0.34343045601471633
1673,p_multi_other,0.19506171054202032
1673,p_switch_trump,0.14176462324945802
1673,p_switch_desantis,0.858235376750542
1674,p_h2h_trump,0.4870963183290793
1674,p_h2h_desantis,0.5129036816709207
1674,p_multi_trump,0.4569997598806128
1674,p_multi_desantis,0.34748547346094316
1674,p_multi_other,0.19551476665844406
1674,p_switch_trump,0.15393496339355223
1674,p_switch_desantis,0.8460650366064478
1675,p_h2h_trump,0.48811461115160537
1675,p_h2h_desantis,0.5118853888483946
1675,p_multi_trump,0.4610090711849603
1675,p_multi_desantis,0.3441241007617769
1675,p_multi_other,0.19486682805326272
1675,p_switch_trump,0.1390977635210253
1675,p_switch_desantis,0.8609022364789748
1676,p_h2h_trump,0.48767303070591334
1676,p_h2h_desantis,0.5123269692940866
1676,p_multi_trump,0.46728320588219474
1676,p_multi_desantis,0.34521518502914694
1676,p_multi_other,0.18750160908865823
1676,p_switch_trump,0.10874479916637673
1676,p_switch_desantis,0.8912552008336233
1677,p_h2h_trump,0.49245029110788885
1677,p_h2h_desantis,0.5075497088921112
1677,p_multi_trump,0.4716517912102911
1677,p_multi_desantis,0.34373761375048584
1677,p_multi_other,0.18461059503922309
1677,p_switch_trump,0.11266146394890734
1677,p_switch_desantis,0.8873385360510926
1678,p_h2h_trump,0.47933771688418736
1678,p_h2h_desantis,0.5206622831158125
1678,p_multi_trump,0.46176265399716976
1678,p_multi_desantis,0.34937892065825427
1678,p_multi_other,0.1888584253445759
1678,p_switch_trump,0.09305945898337104
1678,p_switch_desantis,0.9069405410166289
1679,p_h2h_trump,0.47922383917918204
1679,p_h2h_desantis,0.520776160820818
1679,p_multi_trump,0.45330548223983763
1679,p_multi_desantis,0.3464071746421091
1679,p_multi_other,0.20028734311805335
1679,p_switch_trump,0.129405865272613
1679,p_switch_desantis,0.8705941347273871
1680,p_h2h_trump,0.4976509696862715
1680,p_h2h_desantis,0.5023490303137284
1680,p_multi_trump,0.4575827614272246
1680,p_multi_desantis,0.34536068070489045
1680,p_multi_other,0.1970565578678848
1680,p_switch_trump,0.20333354389510014
1680,p_switch_desantis,0.7966664561049
1681,p_h2h_trump,0.48719804575370107
1681,p_h2h_desantis,0.5128019542462989
1681,p_multi_trump,0.45858489676924336
1681,p_multi_desantis,0.34639362432302145
1681,p_multi_other,0.19502147890773516
1681,p_switch_trump,0.14671793663299332
1681,p_switch_desantis,0.8532820633670066
1682,p_h2h_trump,0.491689208517506
1682,p_h2h_desantis,0.5083107914824939
1682,p_multi_trump,0.46348789547400704
1682,p_multi_desantis,0.33984515169903395
1682,p_multi_other,0.19666695282695892
1682,p_switch_trump,0.14339629835172377
1682,p_switch_desantis,0.8566037016482763
1683,p_h2h_trump,0.49674841280259385
1683,p_h2h_desantis,0.5032515871974063
1683,p_multi_trump,0.46292634722880416
1683,p_multi_desantis,0.34291658367238664
1683,p_multi_other,0.19415706909880925
1683,p_switch_trump,0.17419950625942524
1683,p_switch_desantis,0.8258004937405748
1684,p_h2h_trump,0.47802931114835434
1684,p_h2h_desantis,0.5219706888516457
1684,p_multi_trump,0.4606783470045757
1684,p_multi_desantis,0.34627731762989905
1684,p_multi_other,0.19304433536552526
1684,p_switch_trump,0.08988072149812096
1684,p_switch_desantis,0.9101192785018789
1685,p_h2h_trump,0.48209809495477546
1685,p_h2h_desantis,0.5179019050452245
1685,p_multi_trump,0.4688911242062801
1685,p_multi_desantis,0.33709502620010273
1685,p_multi_other,0.19401384959361717
1685,p_switch_trump,0.06807230914782009
1685,p_switch_desantis,0.9319276908521799
1686,p_h2h_trump,0.4783332052545465
1686,p_h2h_desantis,0.5216667947454535
1686,p_multi_trump,0.4633603134277641
1686,p_multi_desantis,0.3422135811935453
1686,p_multi_other,0.19442610537869057
1686,p_switch_trump,0.07701070696046265
1686,p_switch_desantis,0.9229892930395375
1687,p_h2h_trump,0.48347826382294373
1687,p_h2h_desantis,0.5165217361770562
1687,p_multi_trump,0.4656619114650031
1687,p_multi_desantis,0.34181647850212277
1687,p_multi_other,0.1925216100328741
1687,p_switch_trump,0.09254209101460564
1687,p_switch_desantis,0.9074579089853942
1688,p_h2h_trump,0.48796027526126357
1688,p_h2h_desantis,0.5120397247387365
1688,p_multi_trump,0.45826333934444663
1688,p_multi_desantis,0.3543437030727436
1688,p_multi_other,0.18739295758280983
1688,p_switch_trump,0.15847412997734292
1688,p_switch_desantis,0.8415258700226571
1689,p_h2h_trump,0.4897154300761551
1689,p_h2h_desantis,0.5102845699238447
1689,p_multi_trump,0.46146080006682333
1689,p_multi_desantis,0.3506113319264061
1689,p_multi_other,0.18792786800677047
1689,p_switch_trump,0.1503482709031417
1689,p_switch_desantis,0.8496517290968583
1690,p_h2h_trump,0.4885972061631705
1690,p_h2h_desantis,0.5114027938368295
1690,p_multi_trump,0.4656700591058556
1690,p_multi_desantis,0.3377106957242928
1690,p_multi_other,0.19661924516985158
1690,p_switch_trump,0.11660683081917544
1690,p_switch_desantis,0.8833931691808244
1691,p_h2h_trump,0.4972604215272295
1691,p_h2h_desantis,0.5027395784727705
1691,p_multi_trump,0.4589592928782902
1691,p_multi_desantis,0.34708233121128
1691,p_multi_other,0.19395837591042983
1691,p_switch_trump,0.19747086697935043
1691,p_switch_desantis,0.8025291330206495
1692,p_h2h_trump,0.49720678554010483
1692,p_h2h_desantis,0.5027932144598952
1692,p_multi_trump,0.46186130519757995
1692,p_multi_desantis,0.34301696033643175
1692,p_multi_other,0.19512173446598835
1692,p_switch_trump,0.1811457879833779
1692,p_switch_desantis,0.8188542120166221
1693,p_h2h_trump,0.49071432647667257
1693,p_h2h_desantis,0.5092856735233273
1693,p_multi_trump,0.464952772955742
1693,p_multi_desantis,0.3374652848931393
1693,p_multi_other,0.19758194215111854
1693,p_switch_trump,0.13038414968725778
1693,p_switch_desantis,0.8696158503127422
1694,p_h2h_trump,0.4911960352743768
1694,p_h2h_desantis,0.5088039647256233
1694,p_multi_trump,0.4577842925268174
1694,p_multi_desantis,0.34749472724265323
1694,p_multi_other,0.1947209802305294
1694,p_switch_trump,0.17158779042711966
1694,p_switch_desantis,0.8284122095728804
1695,p_h2h_trump,0.4918788530746474
1695,p_h2h_desantis,0.5081211469253526
1695,p_multi_trump,0.4553866936777607
1695,p_multi_desantis,0.3499492287927457
1695,p_multi_other,0.19466407752949352
1695,p_switch_trump,0.18746221624458564
1695,p_switch_desantis,0.8125377837554144
1696,p_h2h_trump,0.4859047892358686
1696,p_h2h_desantis,0.5140952107641314
1696,p_multi_trump,0.4642254183987274
1696,p_multi_desantis,0.3422154223056447
1696,p_multi_other,0.1935591592956279
1696,p_switch_trump,0.11200384893194218
1696,p_switch_desantis,0.8879961510680578
1697,p_h2h_trump,0.4908028146961497
1697,p_h2h_desantis,0.5091971853038504
1697,p_multi_trump,0.4549755888950358
1697,p_multi_desantis,0.34868932933903735
1697,p_multi_other,0.19633508176592693
1697,p_switch_trump,0.18248000040984821
1697,p_switch_desantis,0.8175199995901518
1698,p_h2h_trump,0.4833254041200072
1698,p_h2h_desantis,0.5166745958799928
1698,p_multi_trump,0.4667659209345848
1698,p_multi_desantis,0.3366527463151602
1698,p_multi_other,0.196581332750255
1698,p_switch_trump,0.08423731263670015
1698,p_switch_desantis,0.9157626873632999
1699,p_h2h_trump,0.48239044909946893
1699,p_h2h_desantis,0.5176095509005311
1699,p_multi_trump,0.4633378265455981
1699,p_multi_desantis,0.3391996127377548
1699,p_multi_other,0.19746256071664708
1699,p_switch_trump,0.09648726566050557
1699,p_switch_desantis,0.9035127343394945
1700,p_h2h_trump,0.4821695294905047
1700,p_h2h_desantis,0.5178304705094954
1700,p_multi_trump,0.4624028457665849
1700,p_multi_desantis,0.339910129504464
1700,p_multi_other,0.19768702472895114
1700,p_switch_trump,0.09998978815641481
1700,p_switch_desantis,0.9000102118435852
1701,p_h2h_trump,0.48762060921879785
1701,p_h2h_desantis,0.5123793907812021
1701,p_multi_trump,0.4614324241482418
1701,p_multi_desantis,0.34230641335799517
1701,p_multi_other,0.19626116249376302
1701,p_switch_trump,0.1334353915863933
1701,p_switch_desantis,0.8665646084136066
1702,p_h2h_trump,0.4895965158531966
1702,p_h2h_desantis,0.5104034841468035
1702,p_multi_trump,0.4586047741038294
1702,p_multi_desantis,0.34821311450485803
1702,p_multi_other,0.19318211139131267
1702,p_switch_trump,0.16042759614833005
1702,p_switch_desantis,0.8395724038516699
1703,p_h2h_trump,0.4835725290950903
1703,p_h2h_desantis,0.5164274709049097
1703,p_multi_trump,0.46173303229569923
1703,p_multi_desantis,0.34203957723113004
1703,p_multi_other,0.19622739047317075
1703,p_switch_trump,0.1112968823910293
1703,p_switch_desantis,0.8887031176089707
1704,p_h2h_trump,0.4820446267939134
1704,p_h2h_desantis,0.5179553732060866
1704,p_multi_trump,0.4511566181540954
1704,p_multi_desantis,0.3531675731530807
1704,p_multi_other,0.19567580869282392
1704,p_switch_trump,0.1578529755219085
1704,p_switch_desantis,0.8421470244780915
1705,p_h2h_trump,0.47868975224735294
1705,p_h2h_desantis,0.5213102477526471
1705,p_multi_trump,0.4597667881992471
1705,p_multi_desantis,0.34684776398896217
1705,p_multi_other,0.19338544781179076
1705,p_switch_trump,0.09785102375708388
1705,p_switch_desantis,0.9021489762429161
1706,p_h2h_trump,0.4838366656937558
1706,p_h2h_desantis,0.5161633343062443
1706,p_multi_trump,0.46714617062825015
1706,p_multi_desantis,0.3420443067367277
1706,p_multi_other,0.1908095226350222
1706,p_switch_trump,0.08747202359198275
1706,p_switch_desantis,0.9125279764080173
1707,p_h2h_trump,0.48032421755402
1707,p_h2h_desantis,0.5196757824459801
1707,p_multi_trump,0.46563205904392924
1707,p_multi_desantis,0.34360020969147337
1707,p_multi_other,0.19076773126459753
1707,p_switch_trump,0.07701595239769635
1707,p_switch_desantis,0.9229840476023036
1708,p_h2h_trump,0.4908643977604721
1708,p_h2h_desantis,0.509135602239528
1708,p_multi_trump,0.45987899497103074
1708,p_multi_desantis,0.3477661939805075
1708,p_multi_other,0.19235481104846183
1708,p_switch_trump,0.1610846259604856
1708,p_switch_desantis,0.8389153740395144
